Tuples,F(X),E(X),Type
"(0, 2, 2, 0, 6, 0, 3, 2, 0, 3, 0)",16.0,1.6363636363636365,rotation10
"(0, 0, 2, 2, 0, 7, 0, 1, 1, 2, 3)",5.0,1.6363636363636365,Unique
"(3, 0, 0, 2, 2, 0, 7, 0, 1, 1, 2)",13.0,1.6363636363636365,rotation1
"(2, 3, 0, 0, 2, 2, 0, 7, 0, 1, 1)",17.0,1.6363636363636365,rotation2
"(1, 2, 3, 0, 0, 2, 2, 0, 7, 0, 1)",11.0,1.6363636363636365,rotation3
"(1, 1, 2, 3, 0, 0, 2, 2, 0, 7, 0)",7.0,1.6363636363636365,rotation4
"(0, 1, 1, 2, 3, 0, 0, 2, 2, 0, 7)",2.0,1.6363636363636365,rotation5
"(7, 0, 1, 1, 2, 3, 0, 0, 2, 2, 0)",85.0,1.6363636363636365,rotation6
"(0, 7, 0, 1, 1, 2, 3, 0, 0, 2, 2)",28.0,1.6363636363636365,rotation7
"(2, 0, 7, 0, 1, 1, 2, 3, 0, 0, 2)",37.0,1.6363636363636365,rotation8
"(2, 2, 0, 7, 0, 1, 1, 2, 3, 0, 0)",49.0,1.6363636363636365,rotation9
"(0, 2, 2, 0, 7, 0, 1, 1, 2, 3, 0)",16.0,1.6363636363636365,rotation10
"(0, 0, 2, 2, 0, 8, 2, 2, 0, 0, 3)",5.0,1.7272727272727273,Unique
"(3, 0, 0, 2, 2, 0, 8, 2, 2, 0, 0)",13.0,1.7272727272727273,rotation1
"(0, 3, 0, 0, 2, 2, 0, 8, 2, 2, 0)",4.0,1.7272727272727273,rotation2
"(0, 0, 3, 0, 0, 2, 2, 0, 8, 2, 2)",1.0,1.7272727272727273,rotation3
"(2, 0, 0, 3, 0, 0, 2, 2, 0, 8, 2)",1.0,1.7272727272727273,rotation4
"(2, 2, 0, 0, 3, 0, 0, 2, 2, 0, 8)",1.0,1.7272727272727273,rotation5
"(8, 2, 2, 0, 0, 3, 0, 0, 2, 2, 0)",85.0,1.7272727272727273,rotation6
"(0, 8, 2, 2, 0, 0, 3, 0, 0, 2, 2)",28.0,1.7272727272727273,rotation7
"(2, 0, 8, 2, 2, 0, 0, 3, 0, 0, 2)",37.0,1.7272727272727273,rotation8
"(2, 2, 0, 8, 2, 2, 0, 0, 3, 0, 0)",49.0,1.7272727272727273,rotation9
"(0, 2, 2, 0, 8, 2, 2, 0, 0, 3, 0)",16.0,1.7272727272727273,rotation10
"(0, 0, 2, 4, 1, 1, 2, 3, 2, 0, 3)",5.0,1.6363636363636365,Unique
"(3, 0, 0, 2, 4, 1, 1, 2, 3, 2, 0)",13.0,1.6363636363636365,rotation1
"(0, 3, 0, 0, 2, 4, 1, 1, 2, 3, 2)",4.0,1.6363636363636365,rotation2
"(2, 0, 3, 0, 0, 2, 4, 1, 1, 2, 3)",5.0,1.6363636363636365,rotation3
"(3, 2, 0, 3, 0, 0, 2, 4, 1, 1, 2)",13.0,1.6363636363636365,rotation4
"(2, 3, 2, 0, 3, 0, 0, 2, 4, 1, 1)",17.0,1.6363636363636365,rotation5
"(1, 2, 3, 2, 0, 3, 0, 0, 2, 4, 1)",11.0,1.6363636363636365,rotation6
"(1, 1, 2, 3, 2, 0, 3, 0, 0, 2, 4)",7.0,1.6363636363636365,rotation7
"(4, 1, 1, 2, 3, 2, 0, 3, 0, 0, 2)",37.0,1.6363636363636365,rotation8
"(2, 4, 1, 1, 2, 3, 2, 0, 3, 0, 0)",49.0,1.6363636363636365,rotation9
"(0, 2, 4, 1, 1, 2, 3, 2, 0, 3, 0)",16.0,1.6363636363636365,rotation10
"(0, 0, 3, 2, 0, 3, 2, 0, 3, 4, 2)",1.0,1.7272727272727273,Unique
"(2, 0, 0, 3, 2, 0, 3, 2, 0, 3, 4)",1.0,1.7272727272727273,rotation1
"(4, 2, 0, 0, 3, 2, 0, 3, 2, 0, 3)",5.0,1.7272727272727273,rotation2
"(3, 4, 2, 0, 0, 3, 2, 0, 3, 2, 0)",13.0,1.7272727272727273,rotation3
"(0, 3, 4, 2, 0, 0, 3, 2, 0, 3, 2)",4.0,1.7272727272727273,rotation4
"(2, 0, 3, 4, 2, 0, 0, 3, 2, 0, 3)",5.0,1.7272727272727273,rotation5
"(3, 2, 0, 3, 4, 2, 0, 0, 3, 2, 0)",13.0,1.7272727272727273,rotation6
"(0, 3, 2, 0, 3, 4, 2, 0, 0, 3, 2)",4.0,1.7272727272727273,rotation7
"(2, 0, 3, 2, 0, 3, 4, 2, 0, 0, 3)",5.0,1.7272727272727273,rotation8
"(3, 2, 0, 3, 2, 0, 3, 4, 2, 0, 0)",13.0,1.7272727272727273,rotation9
"(0, 3, 2, 0, 3, 2, 0, 3, 4, 2, 0)",4.0,1.7272727272727273,rotation10
"(0, 0, 3, 2, 0, 3, 4, 0, 0, 3, 4)",1.0,1.7272727272727273,Unique
"(4, 0, 0, 3, 2, 0, 3, 4, 0, 0, 3)",5.0,1.7272727272727273,rotation1
"(3, 4, 0, 0, 3, 2, 0, 3, 4, 0, 0)",13.0,1.7272727272727273,rotation2
"(0, 3, 4, 0, 0, 3, 2, 0, 3, 4, 0)",4.0,1.7272727272727273,rotation3
"(0, 0, 3, 4, 0, 0, 3, 2, 0, 3, 4)",1.0,1.7272727272727273,rotation4
"(4, 0, 0, 3, 4, 0, 0, 3, 2, 0, 3)",5.0,1.7272727272727273,rotation5
"(3, 4, 0, 0, 3, 4, 0, 0, 3, 2, 0)",13.0,1.7272727272727273,rotation6
"(0, 3, 4, 0, 0, 3, 4, 0, 0, 3, 2)",4.0,1.7272727272727273,rotation7
"(2, 0, 3, 4, 0, 0, 3, 4, 0, 0, 3)",5.0,1.7272727272727273,rotation8
"(3, 2, 0, 3, 4, 0, 0, 3, 4, 0, 0)",13.0,1.7272727272727273,rotation9
"(0, 3, 2, 0, 3, 4, 0, 0, 3, 4, 0)",4.0,1.7272727272727273,rotation10
"(0, 0, 3, 2, 0, 3, 4, 2, 2, 2, 2)",1.0,1.818181818181818,Unique
"(2, 0, 0, 3, 2, 0, 3, 4, 2, 2, 2)",1.0,1.818181818181818,rotation1
"(2, 2, 0, 0, 3, 2, 0, 3, 4, 2, 2)",1.0,1.818181818181818,rotation2
"(2, 2, 2, 0, 0, 3, 2, 0, 3, 4, 2)",1.0,1.818181818181818,rotation3
"(2, 2, 2, 2, 0, 0, 3, 2, 0, 3, 4)",1.0,1.818181818181818,rotation4
"(4, 2, 2, 2, 2, 0, 0, 3, 2, 0, 3)",5.0,1.818181818181818,rotation5
"(3, 4, 2, 2, 2, 2, 0, 0, 3, 2, 0)",13.0,1.818181818181818,rotation6
"(0, 3, 4, 2, 2, 2, 2, 0, 0, 3, 2)",4.0,1.818181818181818,rotation7
"(2, 0, 3, 4, 2, 2, 2, 2, 0, 0, 3)",5.0,1.818181818181818,rotation8
"(3, 2, 0, 3, 4, 2, 2, 2, 2, 0, 0)",13.0,1.818181818181818,rotation9
"(0, 3, 2, 0, 3, 4, 2, 2, 2, 2, 0)",4.0,1.818181818181818,rotation10
"(0, 0, 3, 3, 0, 1, 1, 2, 3, 4, 2)",1.0,1.7272727272727273,Unique
"(2, 0, 0, 3, 3, 0, 1, 1, 2, 3, 4)",1.0,1.7272727272727273,rotation1
"(4, 2, 0, 0, 3, 3, 0, 1, 1, 2, 3)",5.0,1.7272727272727273,rotation2
"(3, 4, 2, 0, 0, 3, 3, 0, 1, 1, 2)",13.0,1.7272727272727273,rotation3
"(2, 3, 4, 2, 0, 0, 3, 3, 0, 1, 1)",17.0,1.7272727272727273,rotation4
"(1, 2, 3, 4, 2, 0, 0, 3, 3, 0, 1)",11.0,1.7272727272727273,rotation5
"(1, 1, 2, 3, 4, 2, 0, 0, 3, 3, 0)",7.0,1.7272727272727273,rotation6
"(0, 1, 1, 2, 3, 4, 2, 0, 0, 3, 3)",2.0,1.7272727272727273,rotation7
"(3, 0, 1, 1, 2, 3, 4, 2, 0, 0, 3)",5.0,1.7272727272727273,rotation8
"(3, 3, 0, 1, 1, 2, 3, 4, 2, 0, 0)",13.0,1.7272727272727273,rotation9
"(0, 3, 3, 0, 1, 1, 2, 3, 4, 2, 0)",4.0,1.7272727272727273,rotation10
"(0, 0, 3, 4, 0, 0, 3, 4, 2, 2, 2)",1.0,1.818181818181818,Unique
"(2, 0, 0, 3, 4, 0, 0, 3, 4, 2, 2)",1.0,1.818181818181818,rotation1
"(2, 2, 0, 0, 3, 4, 0, 0, 3, 4, 2)",1.0,1.818181818181818,rotation2
"(2, 2, 2, 0, 0, 3, 4, 0, 0, 3, 4)",1.0,1.818181818181818,rotation3
"(4, 2, 2, 2, 0, 0, 3, 4, 0, 0, 3)",5.0,1.818181818181818,rotation4
"(3, 4, 2, 2, 2, 0, 0, 3, 4, 0, 0)",13.0,1.818181818181818,rotation5
"(0, 3, 4, 2, 2, 2, 0, 0, 3, 4, 0)",4.0,1.818181818181818,rotation6
"(0, 0, 3, 4, 2, 2, 2, 0, 0, 3, 4)",1.0,1.818181818181818,rotation7
"(4, 0, 0, 3, 4, 2, 2, 2, 0, 0, 3)",5.0,1.818181818181818,rotation8
"(3, 4, 0, 0, 3, 4, 2, 2, 2, 0, 0)",13.0,1.818181818181818,rotation9
"(0, 3, 4, 0, 0, 3, 4, 2, 2, 2, 0)",4.0,1.818181818181818,rotation10
"(0, 0, 3, 4, 1, 0, 1, 1, 2, 3, 4)",1.0,1.7272727272727273,Unique
"(4, 0, 0, 3, 4, 1, 0, 1, 1, 2, 3)",5.0,1.7272727272727273,rotation1
"(3, 4, 0, 0, 3, 4, 1, 0, 1, 1, 2)",13.0,1.7272727272727273,rotation2
"(2, 3, 4, 0, 0, 3, 4, 1, 0, 1, 1)",17.0,1.7272727272727273,rotation3
"(1, 2, 3, 4, 0, 0, 3, 4, 1, 0, 1)",11.0,1.7272727272727273,rotation4
"(1, 1, 2, 3, 4, 0, 0, 3, 4, 1, 0)",7.0,1.7272727272727273,rotation5
"(0, 1, 1, 2, 3, 4, 0, 0, 3, 4, 1)",2.0,1.7272727272727273,rotation6
"(1, 0, 1, 1, 2, 3, 4, 0, 0, 3, 4)",1.0,1.7272727272727273,rotation7
"(4, 1, 0, 1, 1, 2, 3, 4, 0, 0, 3)",5.0,1.7272727272727273,rotation8
"(3, 4, 1, 0, 1, 1, 2, 3, 4, 0, 0)",13.0,1.7272727272727273,rotation9
"(0, 3, 4, 1, 0, 1, 1, 2, 3, 4, 0)",4.0,1.7272727272727273,rotation10
"(0, 0, 3, 4, 2, 0, 0, 3, 4, 2, 2)",1.0,1.818181818181818,Unique
"(2, 0, 0, 3, 4, 2, 0, 0, 3, 4, 2)",1.0,1.818181818181818,rotation1
"(2, 2, 0, 0, 3, 4, 2, 0, 0, 3, 4)",1.0,1.818181818181818,rotation2
"(4, 2, 2, 0, 0, 3, 4, 2, 0, 0, 3)",5.0,1.818181818181818,rotation3
"(3, 4, 2, 2, 0, 0, 3, 4, 2, 0, 0)",13.0,1.818181818181818,rotation4
"(0, 3, 4, 2, 2, 0, 0, 3, 4, 2, 0)",4.0,1.818181818181818,rotation5
"(0, 0, 3, 4, 2, 2, 0, 0, 3, 4, 2)",1.0,1.818181818181818,rotation6
"(2, 0, 0, 3, 4, 2, 2, 0, 0, 3, 4)",1.0,1.818181818181818,rotation7
"(4, 2, 0, 0, 3, 4, 2, 2, 0, 0, 3)",5.0,1.818181818181818,rotation8
"(3, 4, 2, 0, 0, 3, 4, 2, 2, 0, 0)",13.0,1.818181818181818,rotation9
"(0, 3, 4, 2, 0, 0, 3, 4, 2, 2, 0)",4.0,1.818181818181818,rotation10
"(0, 0, 3, 4, 2, 2, 2, 2, 2, 2, 2)",1.0,1.9090909090909087,Unique
"(2, 0, 0, 3, 4, 2, 2, 2, 2, 2, 2)",1.0,1.9090909090909087,rotation1
"(2, 2, 0, 0, 3, 4, 2, 2, 2, 2, 2)",1.0,1.9090909090909087,rotation2
"(2, 2, 2, 0, 0, 3, 4, 2, 2, 2, 2)",1.0,1.9090909090909087,rotation3
"(2, 2, 2, 2, 0, 0, 3, 4, 2, 2, 2)",1.0,1.9090909090909087,rotation4
"(2, 2, 2, 2, 2, 0, 0, 3, 4, 2, 2)",1.0,1.9090909090909087,rotation5
"(2, 2, 2, 2, 2, 2, 0, 0, 3, 4, 2)",1.0,1.9090909090909087,rotation6
"(2, 2, 2, 2, 2, 2, 2, 0, 0, 3, 4)",1.0,1.9090909090909087,rotation7
"(4, 2, 2, 2, 2, 2, 2, 2, 0, 0, 3)",5.0,1.9090909090909087,rotation8
"(3, 4, 2, 2, 2, 2, 2, 2, 2, 0, 0)",13.0,1.9090909090909087,rotation9
"(0, 3, 4, 2, 2, 2, 2, 2, 2, 2, 0)",4.0,1.9090909090909087,rotation10
"(0, 1, 0, 1, 0, 6, 3, 2, 0, 3, 2)",4.0,1.6363636363636365,Unique
"(2, 0, 1, 0, 1, 0, 6, 3, 2, 0, 3)",5.0,1.6363636363636365,rotation1
"(3, 2, 0, 1, 0, 1, 0, 6, 3, 2, 0)",13.0,1.6363636363636365,rotation2
"(0, 3, 2, 0, 1, 0, 1, 0, 6, 3, 2)",4.0,1.6363636363636365,rotation3
"(2, 0, 3, 2, 0, 1, 0, 1, 0, 6, 3)",5.0,1.6363636363636365,rotation4
"(3, 2, 0, 3, 2, 0, 1, 0, 1, 0, 6)",13.0,1.6363636363636365,rotation5
"(6, 3, 2, 0, 3, 2, 0, 1, 0, 1, 0)",277.0,1.6363636363636365,rotation6
"(0, 6, 3, 2, 0, 3, 2, 0, 1, 0, 1)",92.0,1.6363636363636365,rotation7
"(1, 0, 6, 3, 2, 0, 3, 2, 0, 1, 0)",61.0,1.6363636363636365,rotation8
"(0, 1, 0, 6, 3, 2, 0, 3, 2, 0, 1)",20.0,1.6363636363636365,rotation9
"(1, 0, 1, 0, 6, 3, 2, 0, 3, 2, 0)",13.0,1.6363636363636365,rotation10
"(0, 1, 0, 3, 1, 1, 5, 2, 0, 3, 2)",4.0,1.6363636363636365,Unique
"(2, 0, 1, 0, 3, 1, 1, 5, 2, 0, 3)",5.0,1.6363636363636365,rotation1
"(3, 2, 0, 1, 0, 3, 1, 1, 5, 2, 0)",13.0,1.6363636363636365,rotation2
"(0, 3, 2, 0, 1, 0, 3, 1, 1, 5, 2)",4.0,1.6363636363636365,rotation3
"(2, 0, 3, 2, 0, 1, 0, 3, 1, 1, 5)",5.0,1.6363636363636365,rotation4
"(5, 2, 0, 3, 2, 0, 1, 0, 3, 1, 1)",53.0,1.6363636363636365,rotation5
"(1, 5, 2, 0, 3, 2, 0, 1, 0, 3, 1)",35.0,1.6363636363636365,rotation6
"(1, 1, 5, 2, 0, 3, 2, 0, 1, 0, 3)",23.0,1.6363636363636365,rotation7
"(3, 1, 1, 5, 2, 0, 3, 2, 0, 1, 0)",61.0,1.6363636363636365,rotation8
"(0, 3, 1, 1, 5, 2, 0, 3, 2, 0, 1)",20.0,1.6363636363636365,rotation9
"(1, 0, 3, 1, 1, 5, 2, 0, 3, 2, 0)",13.0,1.6363636363636365,rotation10
"(0, 1, 0, 6, 3, 3, 0, 1, 1, 2, 1)",20.0,1.6363636363636365,Unique
"(1, 0, 1, 0, 6, 3, 3, 0, 1, 1, 2)",13.0,1.6363636363636365,rotation1
"(2, 1, 0, 1, 0, 6, 3, 3, 0, 1, 1)",17.0,1.6363636363636365,rotation2
"(1, 2, 1, 0, 1, 0, 6, 3, 3, 0, 1)",11.0,1.6363636363636365,rotation3
"(1, 1, 2, 1, 0, 1, 0, 6, 3, 3, 0)",7.0,1.6363636363636365,rotation4
"(0, 1, 1, 2, 1, 0, 1, 0, 6, 3, 3)",2.0,1.6363636363636365,rotation5
"(3, 0, 1, 1, 2, 1, 0, 1, 0, 6, 3)",5.0,1.6363636363636365,rotation6
"(3, 3, 0, 1, 1, 2, 1, 0, 1, 0, 6)",13.0,1.6363636363636365,rotation7
"(6, 3, 3, 0, 1, 1, 2, 1, 0, 1, 0)",277.0,1.6363636363636365,rotation8
"(0, 6, 3, 3, 0, 1, 1, 2, 1, 0, 1)",92.0,1.6363636363636365,rotation9
"(1, 0, 6, 3, 3, 0, 1, 1, 2, 1, 0)",61.0,1.6363636363636365,rotation10
"(0, 1, 1, 2, 1, 0, 3, 1, 1, 5, 3)",2.0,1.6363636363636365,Unique
"(3, 0, 1, 1, 2, 1, 0, 3, 1, 1, 5)",5.0,1.6363636363636365,rotation1
"(5, 3, 0, 1, 1, 2, 1, 0, 3, 1, 1)",53.0,1.6363636363636365,rotation2
"(1, 5, 3, 0, 1, 1, 2, 1, 0, 3, 1)",35.0,1.6363636363636365,rotation3
"(1, 1, 5, 3, 0, 1, 1, 2, 1, 0, 3)",23.0,1.6363636363636365,rotation4
"(3, 1, 1, 5, 3, 0, 1, 1, 2, 1, 0)",61.0,1.6363636363636365,rotation5
"(0, 3, 1, 1, 5, 3, 0, 1, 1, 2, 1)",20.0,1.6363636363636365,rotation6
"(1, 0, 3, 1, 1, 5, 3, 0, 1, 1, 2)",13.0,1.6363636363636365,rotation7
"(2, 1, 0, 3, 1, 1, 5, 3, 0, 1, 1)",17.0,1.6363636363636365,rotation8
"(1, 2, 1, 0, 3, 1, 1, 5, 3, 0, 1)",11.0,1.6363636363636365,rotation9
"(1, 1, 2, 1, 0, 3, 1, 1, 5, 3, 0)",7.0,1.6363636363636365,rotation10
"(0, 1, 1, 2, 3, 2, 0, 3, 4, 2, 1)",2.0,1.7272727272727273,Unique
"(1, 0, 1, 1, 2, 3, 2, 0, 3, 4, 2)",1.0,1.7272727272727273,rotation1
"(2, 1, 0, 1, 1, 2, 3, 2, 0, 3, 4)",1.0,1.7272727272727273,rotation2
"(4, 2, 1, 0, 1, 1, 2, 3, 2, 0, 3)",5.0,1.7272727272727273,rotation3
"(3, 4, 2, 1, 0, 1, 1, 2, 3, 2, 0)",13.0,1.7272727272727273,rotation4
"(0, 3, 4, 2, 1, 0, 1, 1, 2, 3, 2)",4.0,1.7272727272727273,rotation5
"(2, 0, 3, 4, 2, 1, 0, 1, 1, 2, 3)",5.0,1.7272727272727273,rotation6
"(3, 2, 0, 3, 4, 2, 1, 0, 1, 1, 2)",13.0,1.7272727272727273,rotation7
"(2, 3, 2, 0, 3, 4, 2, 1, 0, 1, 1)",17.0,1.7272727272727273,rotation8
"(1, 2, 3, 2, 0, 3, 4, 2, 1, 0, 1)",11.0,1.7272727272727273,rotation9
"(1, 1, 2, 3, 2, 0, 3, 4, 2, 1, 0)",7.0,1.7272727272727273,rotation10
"(0, 1, 1, 2, 3, 4, 2, 2, 2, 2, 1)",2.0,1.818181818181818,Unique
"(1, 0, 1, 1, 2, 3, 4, 2, 2, 2, 2)",1.0,1.818181818181818,rotation1
"(2, 1, 0, 1, 1, 2, 3, 4, 2, 2, 2)",1.0,1.818181818181818,rotation2
"(2, 2, 1, 0, 1, 1, 2, 3, 4, 2, 2)",1.0,1.818181818181818,rotation3
"(2, 2, 2, 1, 0, 1, 1, 2, 3, 4, 2)",1.0,1.818181818181818,rotation4
"(2, 2, 2, 2, 1, 0, 1, 1, 2, 3, 4)",1.0,1.818181818181818,rotation5
"(4, 2, 2, 2, 2, 1, 0, 1, 1, 2, 3)",5.0,1.818181818181818,rotation6
"(3, 4, 2, 2, 2, 2, 1, 0, 1, 1, 2)",13.0,1.818181818181818,rotation7
"(2, 3, 4, 2, 2, 2, 2, 1, 0, 1, 1)",17.0,1.818181818181818,rotation8
"(1, 2, 3, 4, 2, 2, 2, 2, 1, 0, 1)",11.0,1.818181818181818,rotation9
"(1, 1, 2, 3, 4, 2, 2, 2, 2, 1, 0)",7.0,1.818181818181818,rotation10
"(0, 2, 1, 3, 1, 2, 3, 2, 0, 3, 1)",8.0,1.6363636363636365,Unique
"(1, 0, 2, 1, 3, 1, 2, 3, 2, 0, 3)",5.0,1.6363636363636365,rotation1
"(3, 1, 0, 2, 1, 3, 1, 2, 3, 2, 0)",13.0,1.6363636363636365,rotation2
"(0, 3, 1, 0, 2, 1, 3, 1, 2, 3, 2)",4.0,1.6363636363636365,rotation3
"(2, 0, 3, 1, 0, 2, 1, 3, 1, 2, 3)",5.0,1.6363636363636365,rotation4
"(3, 2, 0, 3, 1, 0, 2, 1, 3, 1, 2)",13.0,1.6363636363636365,rotation5
"(2, 3, 2, 0, 3, 1, 0, 2, 1, 3, 1)",17.0,1.6363636363636365,rotation6
"(1, 2, 3, 2, 0, 3, 1, 0, 2, 1, 3)",11.0,1.6363636363636365,rotation7
"(3, 1, 2, 3, 2, 0, 3, 1, 0, 2, 1)",29.0,1.6363636363636365,rotation8
"(1, 3, 1, 2, 3, 2, 0, 3, 1, 0, 2)",19.0,1.6363636363636365,rotation9
"(2, 1, 3, 1, 2, 3, 2, 0, 3, 1, 0)",25.0,1.6363636363636365,rotation10
"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",1.0,2.0,Unique
